receiveRate,timestamp
19.047618865966797,20483.0
19.047618865966797,20583.0
19.047618865966797,20783.0
20.0,20983.0
20.0,21283.0
23.076923370361328,21583.0
23.076923370361328,21683.0
23.076923370361328,21983.0
23.076923370361328,22083.0
23.076923370361328,22383.0
25.0,22483.0
25.0,22583.0
25.0,23083.0
26.66666603088379,23483.0
26.66666603088379,23783.0
26.66666603088379,23983.0
26.66666603088379,24083.0
26.66666603088379,24183.0
26.66666603088379,24383.0
28.125,24483.0
28.125,24583.0
28.125,24683.0
28.125,24783.0
30.303030014038086,25083.0
30.303030014038086,25183.0
32.35293960571289,25483.0
32.35293960571289,25583.0
32.35293960571289,25883.0
34.28571319580078,25983.0
34.28571319580078,26283.0
34.28571319580078,26383.0
36.11111068725586,26683.0
37.83783721923828,26983.0
37.83783721923828,27083.0
37.83783721923828,27183.0
37.83783721923828,27383.0
37.83783721923828,27683.0
37.83783721923828,27883.0
37.83783721923828,28083.0
37.83783721923828,28283.0
37.83783721923828,28383.0
37.5,28684.0
39.024391174316406,29183.0
39.024391174316406,29383.0
40.47618865966797,29483.0
40.47618865966797,29583.0
40.47618865966797,29883.0
40.47618865966797,29983.0
40.47618865966797,30083.0
40.47618865966797,30283.0
40.47618865966797,30383.0
40.47618865966797,30583.0
40.47618865966797,30883.0
40.0,30983.0
40.0,31083.0
40.0,31283.0
40.0,31383.0
41.30434799194336,31483.0
41.30434799194336,31583.0
41.30434799194336,31683.0
41.30434799194336,31783.0
42.553192138671875,31983.0
42.553192138671875,32083.0
42.553192138671875,32383.0
43.75,32683.0
43.75,32783.0
43.75,32983.0
43.75,33083.0
43.75,33183.0
43.75,33383.0
44.0,34183.0
44.0,34483.0
44.0,34783.0
44.0,34883.0
43.39622497558594,34983.0
43.39622497558594,35083.0
43.39622497558594,35283.0
43.39622497558594,35383.0
44.44444274902344,35583.0
44.44444274902344,35683.0
44.44444274902344,35783.0
44.44444274902344,35983.0
44.44444274902344,36083.0
44.64285659790039,36483.0
44.64285659790039,36683.0
44.64285659790039,36783.0
44.64285659790039,36883.0
45.614036560058594,36983.0
45.614036560058594,37383.0
46.55172348022461,37483.0
46.55172348022461,37683.0
46.55172348022461,37783.0
46.55172348022461,37883.0
46.55172348022461,37983.0
46.55172348022461,38184.0
46.55172348022461,38383.0
46.66666793823242,38483.0
46.66666793823242,38583.0
46.66666793823242,38683.0
46.66666793823242,38883.0
46.66666793823242,39283.0
46.774192810058594,39683.0
46.774192810058594,39883.0
46.774192810058594,39983.0
46.774192810058594,40383.0
46.774192810058594,40483.0
46.774192810058594,40783.0
46.153846740722656,41183.0
46.153846740722656,41283.0
46.969696044921875,41483.0
46.969696044921875,41583.0
46.969696044921875,41783.0
46.969696044921875,41883.0
46.969696044921875,42083.0
46.969696044921875,42183.0
46.969696044921875,42283.0
46.969696044921875,42383.0
47.05882263183594,42583.0
47.05882263183594,42683.0
47.05882263183594,42783.0
47.05882263183594,42883.0
47.826087951660156,42983.0
47.826087951660156,43383.0
48.57143020629883,43483.0
48.57143020629883,43583.0
48.57143020629883,43783.0
48.57143020629883,43983.0
48.57143020629883,44083.0
48.57143020629883,44183.0
48.61111068725586,44483.0
48.61111068725586,44683.0
48.61111068725586,44883.0
49.315067291259766,45083.0
49.315067291259766,45183.0
49.315067291259766,45283.0
49.315067291259766,45383.0
50.0,45483.0
50.0,45583.0
50.0,45683.0
50.0,45783.0
50.0,46283.0
50.0,46383.0
50.0,46583.0
50.0,46883.0
49.350650787353516,46983.0
49.350650787353516,47283.0
49.350650787353516,47383.0
49.350650787353516,47783.0
49.350650787353516,47883.0
49.350650787353516,48083.0
49.350650787353516,48183.0
49.350650787353516,48383.0
48.75,48483.0
48.75,48583.0
48.75,48783.0
48.75,48983.0
48.75,49283.0
48.780487060546875,49583.0
48.780487060546875,49883.0
48.780487060546875,50183.0
48.780487060546875,50383.0
48.80952453613281,50483.0
48.80952453613281,50683.0
48.80952453613281,50783.0
49.411766052246094,51083.0
49.411766052246094,51183.0
49.411766052246094,51283.0
50.0,51583.0
50.0,51783.0
50.0,51883.0
50.0,52183.0
50.0,52283.0
50.0,52483.0
50.0,52583.0
50.0,53083.0
50.0,53283.0
48.88888931274414,53483.0
48.88888931274414,53583.0
48.88888931274414,53883.0
48.88888931274414,53983.0
48.88888931274414,54083.0
48.88888931274414,54183.0
48.88888931274414,54283.0
48.88888931274414,54583.0
48.88888931274414,54683.0
48.88888931274414,54783.0
48.88888931274414,54883.0
48.3870964050293,55183.0
48.3870964050293,55283.0
48.9361686706543,55483.0
48.9361686706543,55583.0
48.9361686706543,55883.0
48.9361686706543,55983.0
48.9361686706543,56183.0
48.9361686706543,56283.0
48.9361686706543,56383.0
48.95833206176758,56484.0
48.95833206176758,56583.0
49.484535217285156,57283.0
50.0,57483.0
50.0,57583.0
50.0,57683.0
50.0,58483.0
