receiveRate,timestamp
52.380950927734375,28073.0
52.272727966308594,28173.0
52.272727966308594,28473.0
52.272727966308594,28573.0
52.272727966308594,28673.0
52.272727966308594,28773.0
52.272727966308594,28973.0
52.272727966308594,29073.0
52.173912048339844,29273.0
52.173912048339844,29373.0
52.173912048339844,30173.0
52.173912048339844,30573.0
52.173912048339844,30673.0
52.173912048339844,30773.0
52.173912048339844,30873.0
52.173912048339844,31173.0
52.173912048339844,31273.0
52.173912048339844,31473.0
52.173912048339844,31673.0
48.07692337036133,32273.0
49.056602478027344,32673.0
49.056602478027344,32773.0
49.056602478027344,33073.0
50.0,33373.0
50.0,33473.0
50.0,33673.0
50.0,33973.0
50.0,34273.0
50.0,34373.0
49.122806549072266,34673.0
49.122806549072266,34873.0
49.122806549072266,34973.0
49.122806549072266,35073.0
50.0,35173.0
50.0,35273.0
50.0,35373.0
50.0,35473.0
50.0,35873.0
50.0,35973.0
50.0,36073.0
50.0,36473.0
50.0,36773.0
50.0,36873.0
50.0,36973.0
50.0,37473.0
50.0,37573.0
50.0,37673.0
50.0,37873.0
50.0,38173.0
49.230770111083984,38673.0
49.230770111083984,38773.0
49.230770111083984,38973.0
49.230770111083984,39073.0
50.0,39173.0
50.0,39273.0
50.0,40073.0
50.0,40273.0
50.0,40373.0
50.0,40573.0
50.72463607788086,40873.0
50.72463607788086,40973.0
51.42856979370117,41174.0
51.42856979370117,41273.0
51.42856979370117,41473.0
51.42856979370117,41573.0
51.42856979370117,41673.0
51.42856979370117,42073.0
51.38888931274414,42173.0
51.38888931274414,42273.0
51.38888931274414,42373.0
51.38888931274414,42473.0
52.05479431152344,42673.0
52.05479431152344,42973.0
52.702701568603516,43273.0
52.702701568603516,43373.0
52.702701568603516,43473.0
52.702701568603516,43573.0
52.702701568603516,43773.0
52.702701568603516,43873.0
52.702701568603516,44074.0
51.94805145263672,44673.0
51.94805145263672,44773.0
51.94805145263672,45173.0
51.94805145263672,45573.0
51.94805145263672,45673.0
51.94805145263672,45773.0
51.94805145263672,45973.0
51.94805145263672,46173.0
51.94805145263672,46473.0
51.94805145263672,46573.0
50.61728286743164,46773.0
50.61728286743164,46873.0
50.61728286743164,46973.0
51.219512939453125,47273.0
51.219512939453125,47373.0
51.219512939453125,47573.0
51.219512939453125,47673.0
51.219512939453125,47973.0
51.219512939453125,48073.0
51.19047546386719,48273.0
51.19047546386719,48573.0
51.764705657958984,48873.0
51.764705657958984,48973.0
51.764705657958984,49073.0
52.32558059692383,49173.0
52.32558059692383,49373.0
52.32558059692383,49673.0
52.32558059692383,49973.0
52.272727966308594,50273.0
52.272727966308594,50373.0
52.272727966308594,50573.0
52.272727966308594,50673.0
52.272727966308594,50873.0
52.272727966308594,50973.0
52.272727966308594,51073.0
52.272727966308594,51273.0
52.272727966308594,51373.0
52.272727966308594,51573.0
52.272727966308594,51973.0
52.272727966308594,52073.0
51.08695602416992,52173.0
51.08695602416992,52273.0
51.08695602416992,52473.0
51.6129035949707,52673.0
51.6129035949707,52773.0
51.6129035949707,52873.0
51.6129035949707,53073.0
52.12765884399414,53273.0
52.12765884399414,53373.0
52.12765884399414,53473.0
52.12765884399414,53873.0
52.08333206176758,54273.0
52.08333206176758,54473.0
52.08333206176758,54573.0
52.57732009887695,54873.0
53.06122589111328,55273.0
53.06122589111328,55473.0
53.06122589111328,55773.0
53.06122589111328,55873.0
53.0,56173.0
53.0,56273.0
53.0,56873.0
53.0,57073.0
52.94117736816406,57173.0
52.94117736816406,57373.0
52.94117736816406,57673.0
52.94117736816406,57773.0
52.94117736816406,57973.0
52.94117736816406,58073.0
52.94117736816406,58273.0
52.94117736816406,58573.0
52.94117736816406,59173.0
52.94117736816406,59273.0
52.94117736816406,59473.0
52.94117736816406,59573.0
52.94117736816406,59873.0
50.925926208496094,60173.0
51.37614822387695,60673.0
51.37614822387695,61073.0
51.818180084228516,61373.0
51.818180084228516,61473.0
51.818180084228516,61573.0
51.818180084228516,61773.0
51.818180084228516,61873.0
51.818180084228516,61973.0
52.2123908996582,62673.0
52.2123908996582,62773.0
52.6315803527832,63173.0
52.6315803527832,63573.0
52.6315803527832,63673.0
52.6315803527832,63873.0
52.6315803527832,63973.0
52.6315803527832,64173.0
52.6315803527832,64373.0
52.6315803527832,64573.0
52.13675308227539,64673.0
52.13675308227539,64773.0
52.13675308227539,64873.0
52.13675308227539,64973.0
52.54237365722656,65173.0
52.54237365722656,65273.0
52.54237365722656,65373.0
52.54237365722656,65473.0
52.54237365722656,65573.0
